binomial,valid,Order,suborder,Family,length,lengthmeasure,conversion,intercept,slope,logmass,mass,intree,nameintree
Cyrtodactylus zhaoermii,yes,Squamata,Sauria,Gekkonidae,59.8,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.66,4.6,no,NA
Anolis poei,yes,Squamata,Sauria,Dactyloidae,60.3,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.66,4.6,no,NA
Scincella huanrenensis,yes,Squamata,Sauria,Scincidae,62.1,SVL,Legged Scincidae,-5.125,3.229,0.66,4.6,no,NA
Phyllodactylus gerrhopygus,yes,Squamata,Sauria,Phyllodactylidae,56.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.67,4.6,no,NA
Phyllodactylus sentosus,yes,Squamata,Sauria,Phyllodactylidae,56.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.67,4.6,no,NA
Amalosia jacovae,yes,Squamata,Sauria,Diplodactylidae,61.6,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.67,4.6,no,NA
Brookesia ambreensis,yes,Squamata,Sauria,Chamaeleonidae,55.0,SVL,Chamaeleonidae,-3.997,2.680,0.67,4.6,yes,Brookesia ambreensis
Calumma guibei,yes,Squamata,Sauria,Chamaeleonidae,55.0,SVL,Chamaeleonidae,-3.997,2.680,0.67,4.6,yes,Calumma guibei
Congolacerta asukului,yes,Squamata,Sauria,Lacertidae,58.3,SVL,Lacertidae,-4.543,2.951,0.67,4.7,no,NA
Afroedura amatolica,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Cnemaspis peninsularis,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Gehyra fenestra,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Hemidactylus laticaudatus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Hemidactylus reticulatus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Hemidactylus reticulatus
Hemidactylus robustus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Hemidactylus robustus
Hemiphyllodactylus typus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Hemiphyllodactylus typus
Pachydactylus barnardi,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Pachydactylus barnardi
Pachydactylus formosus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Pachydactylus formosus
Pachydactylus tsodiloensis,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Pachydactylus tsodiloensis
Phelsuma astriata,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Phelsuma astriata
Phelsuma cepediana,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Phelsuma cepediana
Stenodactylus affinis,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Stenodactylus sthenodactylus,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Stenodactylus sthenodactylus
Stenodactylus yemenensis,yes,Squamata,Sauria,Gekkonidae,60.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,yes,Stenodactylus yemenensis
Ctenophorus adelaidensis,yes,Squamata,Sauria,Agamidae,53.0,SVL,Typical Agamidae**,-4.686,3.105,0.67,4.7,yes,Ctenophorus adelaidensis
Japalura planidorsata,yes,Squamata,Sauria,Agamidae,53.0,SVL,Typical Agamidae**,-4.686,3.105,0.67,4.7,no,NA
Acratosaura mentalis,yes,Squamata,Sauria,Gymnophthalmidae,59.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.67,4.7,yes,Colobosaura mentalis
Carlia mysi,yes,Squamata,Sauria,Scincidae,62.3,SVL,Legged Scincidae,-5.125,3.229,0.67,4.7,yes,Carlia mysi
Anolis beckeri,yes,Squamata,Sauria,Dactyloidae,68.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.67,4.7,no,NA
Paragehyra austini,yes,Squamata,Sauria,Gekkonidae,60.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Anniella stebbinsi,yes,Squamata,Sauria,Anniellidae,132.0,SVL,Limbless lizards,-4.207,2.300,0.67,4.7,no,NA
Brachymeles bonitae,yes,Squamata,Sauria,Scincidae,94.0,SVL,leg_reduced lizards,-4.207,2.472,0.67,4.7,yes,Brachymeles bonitae
Chalcides delislei,yes,Squamata,Sauria,Scincidae,94.0,SVL,leg_reduced lizards,-4.207,2.472,0.67,4.7,no,NA
Cyrtodactylus jeyporensis,yes,Squamata,Sauria,Gekkonidae,60.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.67,4.7,no,NA
Riama yumborum,yes,Squamata,Sauria,Gymnophthalmidae,59.1,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.67,4.7,no,NA
Liolaemus fuscus,yes,Squamata,Sauria,Liolaemidae,53.5,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.67,4.7,yes,Liolaemus fuscus
Amalosia obscura,yes,Squamata,Sauria,Diplodactylidae,62.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.68,4.7,yes,Oedura obscura
Bavayia sauvagii,yes,Squamata,Sauria,Diplodactylidae,62.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.68,4.7,yes,Bavayia sauvagii
Diplodactylus pulcher,yes,Squamata,Sauria,Diplodactylidae,62.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.68,4.7,yes,Diplodactylus pulcher
Cyrtodactylus phuocbinhensis,yes,Squamata,Sauria,Gekkonidae,60.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.68,4.7,no,NA
Ptenopus carpi,yes,Squamata,Sauria,Gekkonidae,60.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.68,4.7,yes,Ptenopus carpi
Eutropis gansi,yes,Squamata,Sauria,Scincidae,62.6,SVL,Legged Scincidae,-5.125,3.229,0.68,4.7,no,NA
Arthrosaura hoogmoedi,yes,Squamata,Sauria,Gymnophthalmidae,59.3,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.68,4.7,no,NA
Proctoporus kiziriani,yes,Squamata,Sauria,Gymnophthalmidae,59.3,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.68,4.7,no,NA
Asaccus barani,yes,Squamata,Sauria,Phyllodactylidae,56.5,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.68,4.8,no,NA
Hemidactylus inintellectus,yes,Squamata,Sauria,Gekkonidae,60.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.68,4.8,no,NA
Typhlacontias brevipes,yes,Squamata,Sauria,Scincidae,133.0,SVL,Limbless lizards,-4.207,2.300,0.68,4.8,yes,Typhlacontias brevipes
Anolis delafuentei,yes,Squamata,Sauria,Dactyloidae,61.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.68,4.8,no,NA
Anolis festae,yes,Squamata,Sauria,Dactyloidae,61.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.68,4.8,yes,Anolis festae
Anolis stratulus,yes,Squamata,Sauria,Dactyloidae,61.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.68,4.8,yes,Anolis stratulus
Anolis trachyderma,yes,Squamata,Sauria,Dactyloidae,61.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.68,4.8,yes,Anolis trachyderma
Delma butleri,yes,Squamata,Sauria,Pygopodidae,96.0,SVL,Pygopodidae,-2.039,1.371,0.68,4.8,yes,Delma butleri
Draco iskandari,yes,Squamata,Sauria,Agamidae,77.5,SVL,Draco**,-4.310,2.642,0.68,4.8,no,NA
Acontias richardi,yes,Squamata,Sauria,Scincidae,133.5,SVL,Limbless lizards,-4.207,2.300,0.68,4.8,no,NA
Lerista edwardsae,yes,Squamata,Sauria,Scincidae,95.0,SVL,leg_reduced lizards,-4.207,2.472,0.68,4.8,yes,Lerista edwardsae
Proscelotes arnoldi,yes,Squamata,Sauria,Scincidae,95.0,SVL,leg_reduced lizards,-4.207,2.472,0.68,4.8,no,NA
Anolis toldo,yes,Squamata,Sauria,Dactyloidae,61.2,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.68,4.8,no,NA
Euspondylus auyanensis,yes,Squamata,Sauria,Gymnophthalmidae,59.6,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.68,4.8,no,NA
Delma elegans,yes,Squamata,Sauria,Pygopodidae,97.0,SVL,Pygopodidae,-2.039,1.371,0.68,4.8,no,NA
Ctenotus delli,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,no,NA
Ctenotus strauchii,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,yes,Ctenotus strauchii
Eutropis clivicola,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,yes,Eutropis clivicola
Kaestlea travancorica,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,no,NA
Leptosiaphos ianthinoxantha,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,no,NA
Panopa carvalhoi,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,yes,Mabuya carvalhoi
Trachylepis laevis,yes,Squamata,Sauria,Scincidae,63.0,SVL,Legged Scincidae,-5.125,3.229,0.69,4.8,no,NA
Cnemaspis mumpuniae,yes,Squamata,Sauria,Gekkonidae,60.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.8,no,NA
Phelsuma malamakibo,yes,Squamata,Sauria,Gekkonidae,60.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.8,yes,Phelsuma malamakibo
Lucasium stenodactylum,yes,Squamata,Sauria,Diplodactylidae,62.5,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.69,4.9,yes,Lucasium stenodactylum
Tympanocryptis wilsoni,yes,Squamata,Sauria,Agamidae,53.7,SVL,Typical Agamidae**,-4.686,3.105,0.69,4.9,no,NA
Cnemaspis africana,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Cnemaspis africana
Cnemaspis anaikattiensis,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,no,NA
Cnemaspis kandiana,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Cnemaspis kandiana
Colopus wahlbergii,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Colopus wahlbergii
Cyrtodactylus saiyok,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,no,NA
Hemidactylus turcicus,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Hemidactylus turcicus
Paroedura ibityensis,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,no,NA
Phelsuma quadriocellata,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Phelsuma quadriocellata
Phelsuma ravenala,yes,Squamata,Sauria,Gekkonidae,61.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.69,4.9,yes,Phelsuma ravenala
Rhampholeon hattinghi,yes,Squamata,Sauria,Chamaeleonidae,56.0,SVL,Chamaeleonidae,-3.997,2.680,0.69,4.9,no,NA
Asaccus saffinae,yes,Squamata,Sauria,Phyllodactylidae,57.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.69,4.9,no,NA
Phyllodactylus angustidigitus,yes,Squamata,Sauria,Phyllodactylidae,57.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.69,4.9,no,NA
Phyllodactylus julieni,yes,Squamata,Sauria,Phyllodactylidae,57.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.69,4.9,no,NA
Phyllodactylus transversalis,yes,Squamata,Sauria,Phyllodactylidae,76.6,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.69,4.9,no,NA
Dibamus nicobaricum,yes,Squamata,Sauria,Dibamidae,134.7,SVL,Limbless lizards,-4.207,2.300,0.69,4.9,no,NA
Aprasia litorea,yes,Squamata,Sauria,Pygopodidae,98.0,SVL,Pygopodidae,-2.039,1.371,0.69,4.9,no,NA
Delma borea,yes,Squamata,Sauria,Pygopodidae,98.0,SVL,Pygopodidae,-2.039,1.371,0.69,4.9,yes,Delma borea
Delma pax,yes,Squamata,Sauria,Pygopodidae,98.0,SVL,Pygopodidae,-2.039,1.371,0.69,4.9,yes,Delma pax
Emoia schmidti,yes,Squamata,Sauria,Scincidae,63.3,SVL,Legged Scincidae,-5.125,3.229,0.69,4.9,yes,Emoia schmidti
Anolis ahli,yes,Squamata,Sauria,Dactyloidae,61.7,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.69,4.9,yes,Anolis ahli
Dibamus alfredi,yes,Squamata,Sauria,Dibamidae,135.0,SVL,Limbless lizards,-4.207,2.300,0.69,4.9,no,NA
Dibamus tiomanensis,yes,Squamata,Sauria,Dibamidae,135.0,SVL,Limbless lizards,-4.207,2.300,0.69,4.9,yes,Dibamus tiomanensis
Sceloporus maculosus,yes,Squamata,Sauria,Phrynosomatidae,50.0,SVL,Phrynosomatidae,-3.855,2.677,0.69,4.9,yes,Sceloporus maculosus
Lygosoma quadrupes,yes,Squamata,Sauria,Scincidae,96.0,SVL,leg_reduced lizards,-4.207,2.472,0.69,4.9,yes,Lygosoma quadrupes
Ophiomorus blanfordi,yes,Squamata,Sauria,Scincidae,96.0,SVL,leg_reduced lizards,-4.207,2.472,0.69,4.9,no,NA
Caparaonia itaiquara,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Euspondylus nellycarrillae,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Heterodactylus lundii,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Macropholidus annectens,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Ptychoglossus stenolepis,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Riama labionis,yes,Squamata,Sauria,Gymnophthalmidae,60.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.69,4.9,no,NA
Eremias montana,yes,Squamata,Sauria,Lacertidae,59.5,SVL,Lacertidae,-4.543,2.951,0.69,4.9,yes,Eremias montanus
Takydromus viridipunctatus,yes,Squamata,Sauria,Lacertidae,59.5,SVL,Lacertidae,-4.543,2.951,0.69,4.9,no,NA
Anolis lynchi,yes,Squamata,Sauria,Dactyloidae,61.8,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.69,5.0,no,NA
Liolaemus azarai,yes,Squamata,Sauria,Liolaemidae,54.3,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.69,5.0,yes,Liolaemus azarai
Emoia obscura,yes,Squamata,Sauria,Scincidae,63.5,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Emoia tetrataenia,yes,Squamata,Sauria,Scincidae,63.5,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Carlia sexdentata,yes,Squamata,Sauria,Scincidae,63.5,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Strophurus rankini,yes,Squamata,Sauria,Diplodactylidae,63.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.70,5.0,yes,Strophurus rankini
Hemidactylus eniangii,yes,Squamata,Sauria,Gekkonidae,61.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.70,5.0,no,NA
Carlia quinquecarinata,yes,Squamata,Sauria,Scincidae,63.6,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Emoia irianensis,yes,Squamata,Sauria,Scincidae,63.6,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Oligosoma roimata,yes,Squamata,Sauria,Scincidae,63.6,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Anolis jubar,yes,Squamata,Sauria,Dactyloidae,62.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.70,5.0,yes,Anolis jubar
Anolis macrolepis,yes,Squamata,Sauria,Dactyloidae,62.0,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.70,5.0,no,NA
Paroedura stellata,yes,Squamata,Sauria,Gekkonidae,61.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.70,5.0,no,NA
Dibamus leucurus,yes,Squamata,Sauria,Dibamidae,136.0,SVL,Limbless lizards,-4.207,2.300,0.70,5.0,no,NA
Spondylurus lineolatus,yes,Squamata,Sauria,Scincidae,63.7,SVL,Legged Scincidae,-5.125,3.229,0.70,5.0,no,NA
Cyrtodactylus mandalayensis,yes,Squamata,Sauria,Gekkonidae,61.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.70,5.0,no,NA
Hemidactylus tenkatei,yes,Squamata,Sauria,Gekkonidae,61.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.70,5.0,no,NA
Gonatodes rozei,yes,Squamata,Sauria,Sphaerodactylidae,59.1,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,0.70,5.0,no,NA
Delma impar,yes,Squamata,Sauria,Pygopodidae,100.0,SVL,Pygopodidae,-2.039,1.371,0.70,5.0,yes,Delma impar
Mediodactylus walli,yes,Squamata,Sauria,Gekkonidae,61.8,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.70,5.0,no,NA
Acanthodactylus guineensis,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Acanthodactylus senegalensis,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Darevskia rostombekowi,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Darevskia rostombekovi
Darevskia uzzelli,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Darevskia uzzelli
Eremias pleskei,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Eremias pleskei
Heliobolus spekii,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Heliobolus spekii
Mesalina brevirostris,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Mesalina brevirostris
Mesalina watsonana,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Omanosaura cyanura,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Omanosaura cyanura
Parvilacerta fraasii,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Parvilacerta fraasii
Philochortus phillipsi,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Podarcis vaucheri,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Podarcis vaucheri
Takydromus haughtonianus,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Takydromus sikkimensis,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,no,NA
Teira perspicillata,yes,Squamata,Sauria,Lacertidae,60.0,SVL,Lacertidae,-4.543,2.951,0.70,5.1,yes,Scelarcis perspicillata
Tarentola crombiei,yes,Squamata,Sauria,Phyllodactylidae,57.8,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.71,5.1,no,NA
Afroedura rupestris,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Bunopus blanfordii,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Bunopus tuberculatus,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,yes,Bunopus tuberculatus
Cnemaspis sisparensis,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Cyrtodactylus triedrus,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,yes,Geckoella triedrus
Cyrtopodion dattanense,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Hemidactylus ansorgii,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Hemidactylus granchii,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Rhinogecko femoralis,yes,Squamata,Sauria,Gekkonidae,62.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Afroablepharus wahlbergi,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Afroablepharus wahlbergi
Carlia pectoralis,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Carlia pectoralis
Carlia tetradactyla,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Carlia tetradactyla
Ctenotus ariadnae,yes,Squamata,Sauria,Scincidae,64.3,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Emoia submetallica,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Lioscincus tillieri,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Lioscincus tillieri
Lobulia stellaris,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Mochlus vinciguerrae,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Plestiodon ochoterenae,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Plestiodon ochoterenae
Saproscincus mustelinus,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Saproscincus mustelinus
Sphenomorphus darlingtoni,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Sphenomorphus dussumieri,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Sphenomorphus tanahtinggi,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Sphenomorphus vanheurni,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Trachylepis mekuana,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Tribolonotus brongersmai,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,yes,Tribolonotus brongersmai
Tropidophorus guangxiensis,yes,Squamata,Sauria,Scincidae,64.0,SVL,Legged Scincidae,-5.125,3.229,0.71,5.1,no,NA
Brookesia stumpffi,yes,Squamata,Sauria,Chamaeleonidae,57.0,SVL,Chamaeleonidae,-3.997,2.680,0.71,5.1,yes,Brookesia stumpffi
Rhampholeon acuminatus,yes,Squamata,Sauria,Chamaeleonidae,57.0,SVL,Chamaeleonidae,-3.997,2.680,0.71,5.1,yes,Rhampholeon acuminatus
Hemiphyllodactylus titiwangsaensis,yes,Squamata,Sauria,Gekkonidae,62.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.71,5.1,no,NA
Asaccus tangestanensis,yes,Squamata,Sauria,Phyllodactylidae,58.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.71,5.1,no,NA
Gymnodactylus darwinii,yes,Squamata,Sauria,Phyllodactylidae,59.1,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.71,5.1,no,NA
Phyllodactylus microphyllus,yes,Squamata,Sauria,Phyllodactylidae,58.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.71,5.1,no,NA
Liolaemus chacoensis,yes,Squamata,Sauria,Liolaemidae,55.0,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.71,5.2,yes,Liolaemus chacoensis
Liolaemus exploratorum,yes,Squamata,Sauria,Liolaemidae,55.0,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.71,5.2,no,NA
Emoia pseudopallidiceps,yes,Squamata,Sauria,Scincidae,64.3,SVL,Legged Scincidae,-5.125,3.229,0.71,5.2,no,NA
